parsed,lcvp
Rhyacionia buoliana,
Rhyacionia pinicolana,
Rhyacionia pinivorana,
Rhyacophila fasciata,
Rhyacophila nubila,
Rhychoconger ectenurus,
Rhynchaenus alni,
Rhynchaenus fagi,
Rhynchaenus pilosus,
Rhynchaenus testaceus,
Rhynchagrotis exertistigma,
Rhynchagrotis insularis,
Rhynchobatus djiddensis,
Rhynchocinetes serratus,
Rhynchocoela,
Rhynchoconger,
Rhynchoconger gracilior,
Rhynchohyalus natalensis,
Rhynchonycteris naso,
Rhynchophorinae,
Rhynchosia ferulifolia,Rhynchosia ferulifolia Benth. ex Harv. & Sond.
Rhynchospio,
Rhynchospio glutaea,
Rhynchospio inflatus,
Rhynchospora,
Rhynchospora corniculata,Rhynchospora corniculata (Lam.) A.Gray
Rhynchospora divergens,Rhynchospora divergens Chapm. ex M.A.Curtis
Rhynchospora microcephala,Rhynchospora microcephala (Britton) Britton
Rhynchospora tracyi,Rhynchospora tracyi Britton
Rhynchostracion,
Rhynchostracion nasus,
Rhynchostracion rhinorhynchos,
Rhynchothorax australis,
Rhynchozoon,
Rhynchozoon angulatum,
Rhynchozoon bispinosum,
Rhynchozoon crenulatum,
Rhynchozoon inclemens,
Rhynchozoon larreyi,
Rhynchozoon paa,
Rhynchozoon tubulosum,
Rhyncolus ater,
Rhyncopelates oxyrhynchus,
Rhyncospora,
Rhyncospora globosa,
Rhynohalicella halona,
Rhyparonotus,
Rhytidiadelphus loreus,
Rhytidiadelphus squarrosus,
Rhytidium rugosum,
Ribes missouriense,Ribes missouriense Nutt.
Riccardia latifrans,
Richardia grandiflora,Richardia grandiflora (Cham. & Schltdl.) Steud.
Richardsonichthys leucogaster,
Richbunea gracilis,
Richbunea incomposita,
Rictaxis,
Rictaxis punctocaelatus,
Rictaxis punctostriatus,
Ridgewayia flemingeri,
Rientis parviceps,
Rildardanus,
Rildardanus laminosa,
Rimakoroga floridana,
Rimapenaeus,
Rimapenaeus constrictus,
Rimapenaeus similis,
Rimicaris kairei,
Rimula,
Rimula frenulata,
Ring-billed,
Ring-necked,
Ring-necked pheasant,
Ringed,
Ringicula nitida,
Ringicula semistriata,
Rinoctes nasutus,
Rinorea anguifera,Rinorea anguifera (Lour.) Kuntze
Rinorea bengalensis,Rinorea wallichiana (Hook.f. & Thomson) Kuntze
Rinorea horneri,Rinorea horneri (Korth.) Kuntze
Rinorea sclerocarpa,Rinorea sclerocarpa (Burgersd.) M.Jacobs
Rinorea sylvatica,Rinorea sylvatica (Seem.) Kuntze
Rioraja agassizii,
Riparia riparia,
Riscodopa parva,
Risor ruber,
Rissa brevirostris,
Rissa tridactyla,
Rissoa,
Rissoa arenaria,
Rissoa guerinii,
Rissoa interrupta,
Rissoa membranacea,
Rissoa parva,
Rissoa porifera,
Rissoa rufilabrum,
Rissoacea,
Rissoella,
Rissoella diaphana,
Rissoella globularis,
Rissoella opalina,
Rissoella verruculosa,
Rissoellidae,
Rissoidae,
Rissoina,
Rissoina ambigua,
Rissoina bryerea,
Rissoina cancellata,
Rissoina catesbyana,
Rissoina decussata,
Rissoina multicostata,
Ristantia pachysperma,Ristantia pachysperma (F.Muell. & F.M.Bailey) PeterG.Wilson & J.T.Waterh.
Ritterella aequalisiphonis,
Rivula propinqualis,
Rivula sericealis,
Rivularia,
Roa australis,
Robackia,
Robackia claviger,
Robertsonidra,
Robertsonidra argentea,
Robertsonidra novella,
Robertsonidra praecipua,
Robinia pseudacacia,Robinia pseudoacacia L.
Robinia pseudoacacia,Robinia pseudoacacia L.
Rochefortia,
Rochefortia coani,
Rochefortia compressa,
Rochefortia grippi,
Rochefortia mortoni,
Rochefortia tumida,
Rochefortina sandwichensis,
Rochinia,
Rochinia crassa,
Rochinia tanneri,
Rocinela,
Rocinela americana,
Rocinela angustata,
Rocinela belliceps,
Rocinela propodialis,
Rocinela signata,
Rock,
Rockinghamia angustifolia,Rockinghamia angustifolia (Benth.) AiryShaw
Rodentia,
Roeboides descalvadensis,
Roella amplexicaulis,Roella amplexicaulis Wolley-Dod
Roella ciliata,Roella ciliata L.
Roella decurrens,Roella decurrens L'Hér.
Roella prostrata,Roella prostrata E.Mey. ex A.DC.
Roella recurvata,Roella recurvata A.DC.
Roella triflora,Roella triflora (R.D.Good) Adamson
Roepera spinosa,Roepera spinosa (L.) Beier & Thulin
Rogadius asper,
Rogadius patriciae,
Rogadius pristiger,
Rogadius serratus,
Rogadius welanderi,
Rogicka biserialis,
Rogicka oceanica,
Rohana parisatis,
Rollinia sylvatica,Annona sylvatica A.St.-Hil.
Romancheinidae,
Romeria okensis,
Rondeletia,
Rondeletia bicolor,Rondeletia bicolor Britton
Rondeletia loricata,
Rondeletiidae,
Ronquilus jordani,
Rootbeer brown-sponge,
Roperia tesselata,
Rosa arkansana,Rosa arkansana Porter
Rosa carolina,Rosa carolina L.
Rosa spinosissima,Rosa spinosissima L.
Rosacea,
Rosacea arabiana,
Rosacea cymbiformis,
Rosacea plicata,
Rosaster alexandri,
Rosaster endilius,
Rose-breasted grosbeak,
Rosenbergiodendron formosum,Rosenbergiodendron formosum (Jacq.) Fagerl.
Rosenblattia robusta,
Rosenblattichthys alatus,
Rosenvingea,
Rosenvingea intricata,
Rosenvingiella polyrhiza,
Rosmarinus officinalis,Salvia rosmarinus (L.) Schleid.
Ross seal,
Rossellidae,
Rossia,
Rossia equalis,
Rossia glaucopis,
Rossia macrosoma,
Rossia moelleri,
Rossia pacifica,
Rossia palpebrosa,
Rossia tenera,
Rostanga arbutus,
Rostanga bifurcata,
Rostanga crawfordi,
Rostanga rubra,
Rostraria,
Rostratula benghalensis,
Rostrhamus sociabilis,
Rosy-finch unidentified,
Rotalia beccarii,
Rotaria,
Rothmannia macrophylla,Rothmannia macrophylla (Hook.f.) Bremek.
Rotifera,
Rough-legged,
Rouleina,
Rouleina atrita,
Rouleina attrita,
Rouleina danae,
Rouleina guentheri,
Rouleina maderensis,
Rouleina squamilatera,
Roupala brasiliensis,Roupala montana Aubl.
Roupala montana,Roupala montana Aubl.
Roxania,
Roxania utriculus,
Rozinante fragilis,
Ruagea glabra,Ruagea glabra Triana & Planch.
Rubiaceae,
Rubus,
Rubus allegheniensis,Rubus allegheniensis Porter
Rubus argutus,Rubus argutus Link
Rubus calycinoides,Rubus calycinoides Kuntze
Rubus chamaemorus,Rubus chamaemorus L.
Rubus flagellaris,Rubus flagellaris Willd.
Rubus fruticosus,Rubus fruticosus L.
Rubus idaeus,Rubus idaeus L.
Rubus occidentalis,Rubus occidentalis L.
Rubus ostryifolius,Rubus ostryifolius Rydb.
Rubus pentalobus,Rubus rolfei J.E.Vidal
Ruby-crowned,
Ruby-throated hummingbird,
Rudarius ercodes,
Rudarius excelsus,
Rudbeckia hirta,Rudbeckia hirta L.
Rudgea jasminoides,Rudgea jasminoides (Cham.) Müll.Arg.
Rudgea viburnoides,Rudgea viburnoides (Cham.) Benth.
Rudilemboides,
Rudilemboides naglei,
Rudilemboides stenopropodus,
Ruditapes philippinarum,
Ruellia humilis,Ruellia humilis Nutt.
Rufous,
Rufous-crowned,
Rufous-sided towhee,
Rugilus,
Rugilus rufescens,
Rugulopteryx okamurae,
Rumbleaster eructans,
Rumex,
Rumex acetosa,Rumex acetosa L.
Rumex acetosella,Rumex acetosella L.
Rumex alpestris,Rumex alpestris Jacq.
Rumex altissimus,Rumex altissimus Alph.Wood
Rumex crispus,Rumex crispus L.
Rumex obtusifolius,Rumex obtusifolius L.
Rumex sagittatus,Rumex sagittatus Thunb.
Rumex thyrsiflorus,Rumex thyrsiflorus Fingerh.
Runcina,
Runcina coronata,
Runcinidae,
Rupa japonica,
Ruppia,
Ruppia cirrhosa,Ruppia cirrhosa (Petagna) Grande
Ruppia maritima,Ruppia maritima L.
Ruprechtia laxiflora,Ruprechtia laxiflora Meisn.
Ruschia sarmentosa,Ruschia sarmentosa (Haw.) Schwantes
Rush,
Rushia parreyssii,
Rusina ferruginea,
Rust crust,
Rusty blackbird,
Rutiderma,
Rutiderma cohenae,
Rutiderma darbyi,
Rutiderma gyre,
Rutiderma judayi,
Rutiderma licinum,
Rutiderma lomae,
Rutiderma mollita,
Rutiderma mollitum,
Rutiderma rostratum,
Rutidermatidae,
Rutilus rutilus,
Ruvettus pretiosus,
Rynchops niger,
Ryparosa acuminata,Ryparosa acuminata Merr.
Ryparosa fasciculata,Ryparosa fasciculata King
Ryparosa javanica,Ryparosa javanica (Blume) Koord. & Valeton
Ryparosa kunstleri,Ryparosa kunstleri King
Rypticus,
Rypticus bistrispinus,
Rypticus maculatus,
Rypticus saponaceus,
Rypticus subbifrenatus,
Rytiphlaea tinctoria,
Sabaco americanus,
Sabaco elongatus,
Sabatia campestris,Sabatia campestris Nutt.
Sabella,
Sabella crassicornis,
Sabella fabricii,
Sabella flabellata,
Sabella melanostigma,
Sabella pavonina,
Sabella sarsi,
Sabella spa,
Sabella variabilis,
Sabellaria,
Sabellaria alveolata,
Sabellaria floridensis,
Sabellaria gracilis,
Sabellaria nanella,
Sabellaria spa,
Sabellaria spinulosa,
Sabellaria vulgaris,
Sabellariidae,
Sabellastarte,
Sabellid polychaete,
Sabellid worm,
Sabellida,
Sabellidae,
Sabellides,
Sabellides borealis,
Sabellides manriquei,
Sabellides octocirrata,
Sabellides pusilla,
Sabelliphilidae,
Sabelliphilus elongatus,
Sabinea,
Sabinea hystrix,
Sabinea sarsii,
Sabinea septemcarinata,
Sabinea septentrionalis,
Sabrotrophon pacifica,
Sabulodes aegrotata,
Sabulodes edwardsata,
Saccharina japonica,
Saccharina latissima,
Saccharina sculpera,
Saccocarbasea indivisa,
Saccocirridae,
Saccocirrus,
Saccocirrus oahuensis,
Saccocirrus papillocercus,
Saccocirrus parvus,
Saccocirrus sonomacus,
Saccocirrus waianaensis,
Saccogaster parva,
Saccogaster tuberculata,
Saccoglossus,
Saccoglossus kowalevskii,
Saccoglossus merezchkowskii,
Saccoglossus ruber,
Saccopharynx,
Saccopteryx bilineata,
Saccopteryx leptura,
Saccorhiza polyschides,
Saccostomus mearnsi,
Saccostrea kegaki,
Sacculina,
Sacculina carcini,
Sacculina inflata,
Sacoglossa,
Sacura margaritacea,
Saduria,
Saduria entomon,
Saduria sabini,
Saduria sibirica,
Sagamichthys,
Sagamichthys schnakenbecki,
Sagaminopteron ornatum,
Sagartia,
Sagartia elegans,
Sagartia troglodytes,
Sagartiidae,
Sagartiogeton,
Sagartiogeton laceratus,
Sagartiogeton undatus,
Sagartiogeton verrilli,
Sage,
Sagenoarium,
Saggitaria,
Sagina nodosa,Sagina nodosa (L.) Fenzl
Sagina saginoides,Sagina saginoides (L.) H.Karst.
Sagitta,
Sagitta abyssicola,
Sagitta atl,
Sagitta bipunctata,
Sagitta decipiens,
Sagitta elegans,
Sagitta enflata,
Sagitta friderici,
Sagitta hexaptera,
Sagitta lyra,
Sagitta macrocephala,
Sagitta maxima,
Sagitta minima,
Sagitta planctonis,
Sagitta setosa,
Sagitta sibogae,
Sagitta tasmanica,
Sagitta zetesios,
Sagittaria,
Sagittidae,
Sagittoidea,
Salacia crassifolia,Salacia crassifolia (Mart. ex Schult.) G.Don
Salacia gigantea,Salacia gigantea Loes.
Salarias fasciatus,
Salicornia,
Salix,
Salix arctica,Salix arctica Pall.
Salix aurita,Salix aurita L.
Salix callicarpaea,Salix glauca L.
Salix caprea,Salix caprea L.
Salix caroliniana,Salix caroliniana Michx.
Salix chamissonis,Salix chamissonis Andersson
Salix discolor,Salix discolor Muhl.
Salix fuscescens,Salix fuscescens Andersson
Salix glauca,Salix glauca L.
Salix hastata,Salix hastata L.
Salix herbacea,Salix herbacea L.
Salix humilis,Salix humilis Marshall
Salix lanata,Salix lanata L.
Salix myrsinites,Salix myrsinites L.
Salix pedicellaris,Salix pedicellaris Pursh
Salix phlebophylla,Salix phlebophylla Andersson
Salix phylicifolia,Salix phylicifolia L.
Salix polaris,Salix polaris Wahlenb.
Salix pulchra,Salix pulchra Cham.
Salix reticulata,Salix reticulata L.
Salix retusa,Salix retusa L.
Salix rotundifolia,Salix rotundifolia Trautv.
Salix scouleriana,Salix scouleriana Barratt ex Hook.
Salix serpyllifolia,Salix serpyllifolia Scop.
Salmaciella oligopora,
Salmacina,
Salmacina dysteri,
Salmacina tribranchiata,
Salmacis,
Salmacis belli,
Salmacis sphaeroides,
Salminus brasiliensis,
Salminus hilarii,
Salmo,
Salmo salar,
Salmo trutta,
Salmoneus,
Salmoniformes,
Salpa,
Salpa fusiformis,
Salpa maxima,
Salpa thompsoni,
Salpa zonaria-cordiformis,
Salpida,
Salpidae,
Salpinctes obsoletus,
Salpingella,
Salpingella acuminata,
Salpingoeca inquillata,
Salpingoeca spinifera,
Salpingus ruficollis,
Salsola iberica,Kali tragus (L.) Scop.
Salsola kali,Kali turgidum (Dumort.) Gutermann
Salsola tragus,Kali tragus (L.) Scop.
Saltera sarcocolla,Saltera sarcocolla (L. ex DC.) Bullock
Saltipedis,
Salvatoria clavata,
Salvelinus fontinalis,
Salvelinus malma,
Salvelinus namaycush,
Salvia africana-lutea,Salvia africana-lutea L.
Salvia azurea,Salvia azurea Michx. ex Vahl
Salvia reflexa,Salvia reflexa Hornem.
Salvia subincisa,Salvia subincisa Benth.
Samarangia quadrangularis,
Samaris cristatus,
Samariscus,
Samariscus huysmani,
Samariscus latus,
Sambucus ebulus,Sambucus ebulus L.
Sambucus nigra,Sambucus nigra L.
Sambusus nigra,
Samytha californiensis,
Samytha sexcirrata,
Samythella,
Samythella eliasoni,
Samythella elongata,
Sandalolitha,
Sandalops melancholicus,
Sandalus segnis,
Sander lucioperca,
Sander vitreum,
Sandoricum beccarianum,Sandoricum beccarianum Baill.
Sandoricum koetjape,Sandoricum koetjape (Burm.f.) Merr.
Sanguinolaria sanguinolenta,
Sanguisorba officinalis,Sanguisorba officinalis L.
Sanionia uncinata,
Sansonia tuberculata,
Santia milleri,
Santiria apiculata,Santiria apiculata A.W.Benn.
Santiria conferta,Santiria conferta A.W.Benn.
Santiria griffithii,Santiria griffithii (Hook.f.) Engl.
Santiria laevigata,Santiria laevigata Blume
Santiria oblongifolia,Santiria oblongifolia Blume
Santiria rubiginosa,Santiria rubiginosa Blume
Santiria tomentosa,Santiria tomentosa Blume
Sanvitalia aberti,Sanvitalia aberti A.Gray
Sanvitalia abertii,
Saphirella tropica,
Sapium baccatum,Balakata baccata (Roxb.) Esser
Sapium broadleaf,
Sapium discolor,Triadica cochinchinensis Lour.
Sapium glandulatum,Sapium glandulosum (L.) Morong
Sapium glandulosum,Sapium glandulosum (L.) Morong
Sapium laurifolium,Sapium laurifolium (A.Rich.) Griseb.
Sapium obovatum,Sapium obovatum Klotzsch ex Müll.Arg.
Sapium sceleratum,Sapium argutum (Müll.Arg.) Huber
Sapium stylare,Sapium stylare Müll.Arg.
Sapphirella,
Sapphirina,
Sapphirina angusta,
Sapphirina auronitens,
Sapphirina darwinii,
Sapphirina gastrica,
Sapphirina intestinata,
Sapphirina maculosa,
Sapphirina metallina,
Sapphirina nigromaculata,
Sapphirina opalina,
Sapphirina ovatolanceolata,
Sapphirina scarlata,
Sapphirina stellata,
Sapphirina vorax,
Saprosma scortechinii,Saprosma scortechinii King & Gamble
Sapsucker unidentified,
Saraca declinata,Saraca declinata (Jack) Miq.
Saraca thaipingensis,Saraca thaipingensis Prain
Sarcinochrysis,
Sarcinochrysis marina,
Sarcodictyon roseum,
Sarcodiotheca furcata,
Sarcomelicope simplicifolia,Sarcomelicope simplicifolia (Endl.) T.G.Hartley
Sarconema,
Sarcophyton,
Sarcopteryx martyana,Sarcopteryx martyana (F.Muell.) Radlk.
Sarcopteryx montana,Sarcopteryx montana S.T.Reynolds
Sarcopteryx reticulata,Sarcopteryx reticulata S.T.Reynolds
Sarcotheca griffithii,Sarcotheca griffithii (Planch.) Hallier.f.
Sarcotheca monophylla,Sarcotheca monophylla (Planch.) Hallier.f.
Sarcotoechia cuneata,Sarcotoechia cuneata Radlk.
Sarcotoechia lanceolata,Sarcotoechia lanceolata (C.T.White) S.T.Reynolds
Sarcotoechia protracta,Sarcotoechia protracta Radlk.
Sarda australis,
Sarda orientalis,
Sarda sarda,
Sardina pilchardus,
Sardinella,
Sardinella albella,
Sardinella aurita,
Sardinella brachysoma,
Sardinella brasiliensis,
Sardinella fimbriata,
Sardinella gibbosa,
Sardinella hualiensis,
Sardinella janeiro,
Sardinella lemuru,
Sardinella maderensis,
Sardinella melanura,
Sardinella sindensis,
Sardinops melanostictus,
Sardinops neopilchardus,
Sardinops sagax,
Sargassaceae,
Sargassocarcinus sublimis,
Sargassum,
Sargassum confusum,
Sargassum crispifolium,
Sargassum decurrens,
Sargassum filipendula,
Sargassum flavicans,
Sargassum fulvellum,
Sargassum fusiforme,
Sargassum giganteifolium,
Sargassum hemiphyllum,
Sargassum horneri,
Sargassum macrocarpum,
Sargassum micracanthum,
Sargassum muticum,
Sargassum nigrifolium,
Sargassum nipponicum,
Sargassum patens,
Sargassum piluliferum,
Sargassum polycystum,
Sargassum ringgoldianum,
Sargassum siliquastrum,
Sargassum tenuifolium,
Sargassum vulgare,
Sargassum yezoense,
Sargocentron,
Sargocentron bullsi,
Sargocentron caudimaculatum,
Sargocentron cornutum,
Sargocentron coruscum,
Sargocentron diadema,
Sargocentron microstoma,
Sargocentron praslin,
Sargocentron punctatissimum,
Sargocentron rubrum,
Sargocentron spiniferum,
Sargocentron tiere,
Sargocentron vexillarium,
Sarothamnus scoparius,Cytisus scoparius (L.) Link
Sarritor frenatus,
Sarsia,
Sarsia eximia,
Sarsia princeps,
Sarsia tubulosa,
Sarsicytheridea punctillata,
Sarsiella,
Sarsiella americana,
Sarsiella disparalis,
Sarsiella janiceae,
Sarsiella spinosa,
Sarsiellidae,
Sarsiflustra abyssicola,
Sarsinebalia typhlops,
Sarsonuphis,
Sarsonuphis hartmanae,
Sasakia charonda,
Sassafras albidum,Sassafras albidum (Nutt.) Nees
Sassia parkinsonia,
Sassia sexcostata,
Satarupa,
Satarupa gopala,
Satarupa nymphalis,
Saturnia corpulenta,
Saturnia subovata,
Satyrichthys amiscus,
Satyrichthys hians,
Satyrichthys rieffeli,
Satyrium ilicis,
Satyrium w-album,
Saucrobotys fumoferalis,
Saurauia micayensis,Saurauia micayensis Killip
Saurauia parviflora,Saurauia parviflora Triana & Planch.
Saurauia yasicae,Saurauia yasicae Loes.
Saurenchelys,
Saurenchelys fierasfer,
Saurenchelys finitinus,
Saurida,
Saurida argentea,
Saurida brasiliensis,
Saurida caribbaea,
Saurida damaged,
Saurida elongata,
Saurida filamentosa,
Saurida gracilis,
Saurida grandisquamis,
Saurida longimanus,
Saurida nebulosa,
Saurida normani,
Saurida suspicio,
Saurida undosquamis,
Saurida wanieso,
Sauropus androgynus,Breynia androgyna (L.) Chakrab. & N.P.Balakr.
Saussurea alpina,Saussurea alpina (L.) DC.
Saussurea angustifolia,Saussurea angustifolia (L.) DC.
Sauvageaugloia,
Sauvageaugloia griffithsiana,
Savannah,
Savia dictyocarpa,Savia dictyocarpa Müll.Arg.
Savignyella,
Savignyella lafonti,
Saw-whet owl,
Saxicavella,
Saxicavella jeffreysi,
Saxicavella nybakkeni,
Saxicavella pacifica,
Saxicola rubetra,
Saxicola torquata,
Saxicola torquatus,
Saxicolinae,
Saxidomus gigantea,
Saxidomus giganteus,
Saxidomus nuttalli,
Saxifraga,
Saxifraga aizoides,Saxifraga aizoides L.
Saxifraga androsacea,Saxifraga androsacea L.
Saxifraga bronchialis,Saxifraga bronchialis L.
Saxifraga caespitosa,Saxifraga caespitosa L.
Saxifraga cernua,Saxifraga cernua L.
Saxifraga exarata,Saxifraga exarata Vill.
Saxifraga foliolosa,Micranthes foliolosa (R.Br.) Gornall
Saxifraga granulata,Saxifraga granulata L.
Saxifraga hieraciifolia,Micranthes hieraciifolia (Waldst. & Kit. ex Willd.) Haw.
Saxifraga hirculus,Saxifraga hirculus L.
Saxifraga nivalis,Micranthes nivalis (L.) Small
Saxifraga oppositifolia,Saxifraga oppositifolia L.
Saxifraga punctata,Saxifraga punctata L.
Saxifraga rosacea,Saxifraga rosacea Moench
Saxifraga stellaris,Micranthes stellaris (L.) Galasso & al.
Saxifraga tricuspidata,Saxifraga tricuspidata Rottb.
Sayella,
Sayella chesapeakea,
Sayella fusca,
Sayella livida,
Sayella producta,
Sayella unifasciata,
Sayornis nigricans,
Sayornis phoebe,
Sayornis saya,
Sayornis spec,
Says,
Scabiosa africana,Scabiosa africana L.
Scabiosa columbaria,Scabiosa columbaria L.
Scabiosa lucida,Scabiosa lucida Vill.
Scabricola interlirata,
Scaeochlamys,
Scaeochlamys livida,
Scaeochlamys lividia,
Scaeurgus,
Scaeurgus unicirrhus,
Scaevius milii,
Scagelia boreale,
Scagelia pusilla,
Scalibregma,
Scalibregma brevicauda,
Scalibregma californicum,
Scalibregma celticum,
Scalibregma inflatum,
Scalibregma sternocerum,
Scalibregmatidae,
Scalibregmatidae spa,
Scalibregmidae,
Scalicella crystallina,
Scalpellidae,
Scalpellum,
Scalpellum scalpellum,
Scalpellum stearnsii,
Scapania,
Scapania nemorea,
Scapania paludicola,
Scaphander,
Scaphander lignarius,
Scaphander nobilis,
Scaphander punctostriatus,
Scaphander watsoni,
Scaphandridae,
Scapharca kagoshimensis,
Scaphella dubia,
Scaphella junonia,
Scaphella kieneri,
Scaphidium,
Scaphiopus holbrookii,
Scaphirhynchus platorynchus,
Scaphisomini,
Scaphium linearicarpum,Scaphium linearicarpum (Mast.) Pierre
Scaphium macropodum,Scaphium macropodum (Miq.) Beumée ex K.Heyne
Scaphocalanus,
Scaphocalanus acrocephalus,
Scaphocalanus affinis,
Scaphocalanus amplius,
Scaphocalanus brevicornis,
Scaphocalanus brevirostris,
Scaphocalanus curtus,
Scaphocalanus difficilis,
Scaphocalanus echinatus,
Scaphocalanus elongatus,
Scaphocalanus insignis,
Scaphocalanus longifurca,
Scaphocalanus magnus,
Scaphocalanus major,
Scaphocalanus medius,
Scaphocalanus polaris,
Scaphocalanus subbrevicornis,
Scaphocalanus subcurtus,
Scaphocalyx spathacea,Scaphocalyx spathacea Ridl.
Scapholeberis,
Scaphopoda,
Scapophyllia,
Scapophyllia cylindrica,
Scarabaeidae,
Scardinius erythrophthalmus,
Scaridae,
Scarlet tanager,
Scartella cristata,
Scartichthys gigas,
Scartichthys viridis,
Scarus,
Scarus altipinnis,
Scarus chameleon,
Scarus coelestinus,
Scarus coeruleus,
Scarus dimidiatus,
Scarus festivus,
Scarus flavipectoralis,
Scarus forsteni,
Scarus frenatus,
Scarus fuscopurpureus,
Scarus ghoban,
Scarus ghobban,
Scarus globiceps,
Scarus guacamaia,
Scarus hypselopterus,
Scarus iseri,
Scarus longipinnis,
Scarus niger,
Scarus oviceps,
Scarus prasiognathus,
Scarus psittacus,
Scarus quoyi,
Scarus quoyii,
Scarus rivulatus,
Scarus rubroviolaceus,
Scarus russelli,
Scarus russellii,
Scarus scaber,
Scarus schlegeli,
Scarus schleigeli,
Scarus spinus,
Scarus taeniopterus,
Scarus tricolor,
Scarus unknown,
Scarus vetula,
Scarus viridifucatus,
Scarus xanthopleura,
Scatophagidae,
Scatophagus argus,
Scatopsidae,
Sceloporus magister,
Sceloporus undulatus,
Scenedesmus,
Scenedesmus abundans,
Scenedesmus acuminatus,
Scenedesmus acutus,
Scenedesmus arcuatus,
Scenedesmus armatus,
Scenedesmus baculiformis,
Scenedesmus bicaudatus,
Scenedesmus bijuga,
Scenedesmus denticulatus,
Scenedesmus dimorphus,
Scenedesmus dispar,
Scenedesmus incrassatulus,
Scenedesmus intermedius,
Scenedesmus lefevrei,
Scenedesmus longus,
Scenedesmus obtusus,
Scenedesmus opoliensis,
Scenedesmus quadricauda,
Scenedesmus quadricaudus,
